province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2015-01-16,26.13,41.16,12.67,12.8,0.67,54.03,1.86,0.74,266.91,50.37,79265.1,42,一级
甘肃省,2015-01-17,24.12,43.15,9.54,9.04,0.55,54.32,5.38,-1.33,264.71,63.4,79403.92,44,一级
甘肃省,2015-01-18,16.72,30.2,10.99,9.53,0.58,65.11,5.08,0.04,267.91,28.27,79233.31,33,一级
甘肃省,2015-01-19,23.86,41.01,15.42,12.75,0.77,58.37,4.89,0.71,267.98,32.86,78915.23,42,一级
甘肃省,2015-01-20,18.53,30.92,9.53,8.59,0.66,59.65,4.36,-2.95,266.54,36.82,79285.19,31,一级
甘肃省,2015-01-21,19.39,35.52,13.69,10.9,0.71,57.75,3.99,0.75,269.1,31.33,79015.39,36,一级
甘肃省,2015-01-22,26.33,45.06,15.91,13.98,0.85,52.35,2.8,0.68,270.2,35.76,78771.23,46,一级
甘肃省,2015-01-23,30.41,51.94,15.49,13.83,0.75,50.7,2.7,1.55,270.21,44.28,78377.54,51,二级
甘肃省,2015-01-24,28.69,49.88,13.48,11.99,0.66,53.04,2.89,-0.66,268.53,50.14,78639.85,50,一级
甘肃省,2015-01-25,28.47,50.0,12.63,12.59,0.69,53.7,1.53,0.66,269.16,47.14,78807.97,50,一级
甘肃省,2015-01-26,24.79,46.3,13.2,9.51,0.6,50.71,-1.15,-0.14,267.52,53.79,79040.27,47,一级
甘肃省,2015-01-27,23.67,43.11,14.05,9.05,0.61,45.44,-1.1,1.07,265.36,59.77,78838.21,44,一级
甘肃省,2015-01-28,23.45,38.14,13.85,8.7,0.67,45.24,0.77,-0.72,263.12,65.55,78800.99,39,一级
甘肃省,2015-01-29,19.99,39.96,11.77,6.73,0.54,51.64,-0.19,-0.53,262.66,54.62,79019.61,40,一级
甘肃省,2015-01-30,23.13,36.42,14.1,8.35,0.63,52.63,-2.65,1.3,263.09,55.23,78920.79,37,一级
甘肃省,2015-01-31,28.83,37.84,14.59,9.34,0.66,50.93,-0.5,2.13,262.82,64.2,78891.53,42,一级
甘肃省,2015-02-01,36.99,44.73,15.06,10.19,0.74,50.22,1.16,2.36,265.39,53.28,78681.01,53,二级
甘肃省,2015-02-02,36.33,46.19,13.81,9.62,0.77,51.87,2.18,0.29,266.86,56.38,78984.18,52,二级
甘肃省,2015-02-03,37.09,47.7,13.64,9.54,0.77,52.69,-1.05,-1.24,265.67,62.37,79610.21,53,二级
甘肃省,2015-02-04,29.05,36.36,13.02,7.67,0.63,57.15,-3.76,-0.01,264.59,58.99,79495.56,42,一级
甘肃省,2015-02-05,25.22,31.85,11.69,9.05,0.63,55.01,-0.61,0.81,263.86,59.25,79255.41,37,一级
甘肃省,2015-02-06,28.06,44.75,12.74,9.64,0.7,52.72,2.5,-1.18,264.47,62.38,79049.86,45,一级
甘肃省,2015-02-07,19.19,39.4,9.37,7.01,0.56,60.94,0.34,-1.06,265.03,51.07,79235.71,40,一级
甘肃省,2015-02-08,22.33,39.84,10.66,9.43,0.66,59.49,0.13,1.89,266.79,46.56,78923.55,40,一级
甘肃省,2015-02-09,32.06,49.68,12.93,11.87,0.76,57.85,1.73,1.1,267.73,49.53,79003.85,50,一级
甘肃省,2015-02-10,27.7,49.55,10.37,10.29,0.7,55.33,5.96,-2.37,268.57,47.98,79061.77,50,一级
甘肃省,2015-02-11,17.41,37.85,8.82,9.33,0.61,56.99,5.88,-3.26,270.64,31.07,78923.04,38,一级
甘肃省,2015-02-12,18.44,31.36,10.42,10.71,0.65,56.57,3.07,-1.33,271.75,27.68,78764.36,32,一级
甘肃省,2015-02-13,23.3,37.99,13.08,11.3,0.68,57.63,2.67,2.34,273.41,29.85,78284.78,38,一级
甘肃省,2015-02-14,32.81,73.41,12.04,9.02,0.66,58.08,4.46,-2.28,270.43,54.17,78454.89,62,二级
甘肃省,2015-02-15,13.89,38.77,6.18,4.75,0.4,68.45,3.65,-2.43,269.05,38.69,79009.63,39,一级
甘肃省,2015-02-16,15.9,32.65,10.89,8.56,0.59,63.28,3.01,0.97,272.03,27.44,78799.4,33,一级
甘肃省,2015-02-17,19.91,35.1,11.5,8.79,0.6,58.49,-0.41,1.05,272.95,33.53,78609.63,36,一级
甘肃省,2015-02-18,36.66,61.4,17.48,9.69,0.72,55.47,-0.36,2.41,272.3,47.76,78537.27,56,二级
甘肃省,2015-02-19,43.31,65.07,15.99,8.53,0.69,56.72,0.25,1.25,271.25,58.18,78464.02,61,二级
甘肃省,2015-02-20,22.87,41.21,8.47,4.43,0.49,57.99,3.45,-2.09,269.41,63.82,78652.63,42,一级
甘肃省,2015-02-21,14.2,31.96,6.98,3.83,0.43,60.76,0.49,-1.53,267.26,47.83,78945.61,32,一级
甘肃省,2015-02-22,15.66,41.47,7.25,4.68,0.46,54.59,2.48,0.42,268.25,49.59,78708.26,42,一级
甘肃省,2015-02-23,14.13,30.2,8.61,4.66,0.45,55.02,4.87,-1.19,270.79,56.68,78634.42,31,一级
甘肃省,2015-02-24,15.04,26.37,7.52,5.23,0.53,59.91,5.21,-3.61,270.09,54.82,78698.63,30,一级
甘肃省,2015-02-25,12.77,32.58,4.4,3.63,0.4,65.21,1.24,-1.32,268.73,40.16,78737.74,33,一级
甘肃省,2015-02-26,17.6,38.28,9.25,5.14,0.52,57.88,-1.3,1.91,269.94,45.86,78257.33,39,一级
甘肃省,2015-02-27,23.6,47.01,10.46,5.97,0.62,58.57,0.61,-0.84,267.33,62.36,78631.0,48,一级
甘肃省,2015-02-28,14.64,24.9,8.12,4.86,0.48,71.07,1.47,-2.05,265.71,49.66,79245.15,36,一级
甘肃省,2015-03-01,17.25,30.37,8.03,6.55,0.57,69.22,4.06,0.15,269.06,38.94,78961.16,35,一级
甘肃省,2015-03-02,19.54,47.38,7.18,5.45,0.52,67.33,2.48,-3.62,268.21,44.73,78842.97,48,一级
甘肃省,2015-03-03,22.28,94.79,6.09,3.67,0.43,70.25,-2.17,0.24,267.11,40.13,78564.99,73,二级
甘肃省,2015-03-04,21.97,59.38,11.99,6.22,0.51,63.75,-1.51,0.81,266.81,58.16,78371.04,55,二级
甘肃省,2015-03-05,28.52,46.79,12.8,7.3,0.59,64.88,2.23,0.07,268.37,56.96,78543.29,47,一级
甘肃省,2015-03-06,27.77,45.44,10.08,7.77,0.61,64.33,3.18,0.19,270.93,48.79,78568.75,46,一级
甘肃省,2015-03-07,24.11,43.23,9.87,7.22,0.56,64.64,3.27,-0.81,271.75,47.13,78648.58,44,一级
甘肃省,2015-03-08,17.06,40.29,6.56,5.28,0.42,65.83,0.27,-1.53,271.56,43.47,79058.62,41,一级
甘肃省,2015-03-09,19.94,53.6,10.97,6.11,0.47,61.75,-3.87,0.49,270.18,47.4,79318.05,52,二级
甘肃省,2015-03-10,27.35,48.37,13.4,8.74,0.52,58.56,-0.61,0.22,270.09,52.29,79303.37,49,一级
甘肃省,2015-03-11,24.87,43.0,10.32,9.61,0.54,64.51,2.33,0.07,273.47,34.57,79169.73,44,一级
甘肃省,2015-03-12,23.9,49.3,10.27,10.02,0.58,65.46,3.33,-1.29,275.47,29.98,78913.38,50,一级
甘肃省,2015-03-13,23.97,55.13,6.78,7.19,0.49,65.4,2.84,-2.64,272.0,44.72,79136.99,53,二级
甘肃省,2015-03-14,21.03,64.95,6.64,5.93,0.4,73.63,1.53,-0.24,272.59,36.93,79000.1,58,二级
甘肃省,2015-03-15,28.13,70.03,9.67,8.34,0.53,69.32,4.34,1.15,276.29,37.68,78633.8,61,二级
甘肃省,2015-03-16,31.68,71.58,8.94,8.68,0.57,65.02,0.03,0.13,277.38,37.38,78550.78,61,二级
甘肃省,2015-03-17,23.02,50.97,8.22,8.17,0.54,60.97,0.59,-2.05,274.65,48.9,78692.1,51,二级
甘肃省,2015-03-18,18.18,37.41,7.57,5.94,0.47,66.44,1.22,-2.1,273.27,46.62,78715.52,38,一级
甘肃省,2015-03-19,16.99,29.31,5.85,5.37,0.42,68.39,1.95,-2.13,272.37,52.31,78976.83,35,一级
甘肃省,2015-03-20,18.0,41.03,5.3,6.15,0.38,72.88,2.9,-1.18,274.15,37.88,79229.6,42,一级
甘肃省,2015-03-21,19.53,48.88,6.52,8.13,0.43,73.68,2.49,0.72,276.63,30.26,78981.45,49,一级
甘肃省,2015-03-22,18.87,37.81,5.8,8.67,0.45,65.95,0.46,-1.19,274.83,46.78,79210.05,38,一级
甘肃省,2015-03-23,14.71,28.37,6.2,5.68,0.36,68.33,1.41,-0.7,274.87,45.97,79424.15,35,一级
甘肃省,2015-03-24,14.63,26.79,6.04,6.32,0.37,72.36,1.48,1.17,277.17,39.23,79306.5,37,一级
甘肃省,2015-03-25,19.02,30.9,7.88,6.95,0.45,68.4,0.17,0.91,279.96,36.35,79015.08,35,一级
甘肃省,2015-03-26,25.93,41.18,8.2,6.6,0.46,66.89,1.14,-0.19,278.91,48.27,79423.33,42,一级
甘肃省,2015-03-27,21.36,40.61,5.87,6.44,0.42,66.75,0.81,-1.59,278.59,46.57,79501.38,41,一级
甘肃省,2015-03-28,22.63,51.82,5.95,8.22,0.41,64.01,0.14,1.73,280.43,34.02,78887.34,51,二级
甘肃省,2015-03-29,22.36,46.98,6.38,7.28,0.45,69.32,0.32,2.03,282.42,34.48,78356.44,47,一级
甘肃省,2015-03-30,31.52,52.38,7.96,6.8,0.47,71.47,-1.9,2.12,283.64,37.65,78078.54,52,二级
甘肃省,2015-03-31,107.5,159.29,10.18,8.04,0.53,65.55,-4.95,2.34,283.09,49.53,78028.64,141,三级
甘肃省,2015-04-01,103.91,104.09,5.75,5.44,0.54,61.97,0.56,0.12,281.25,56.35,78012.54,137,三级
甘肃省,2015-04-02,43.1,85.96,4.55,5.16,0.4,62.91,-0.16,0.6,280.97,42.5,77811.39,68,二级
甘肃省,2015-04-03,34.32,58.75,5.05,4.88,0.46,60.07,1.55,-0.77,276.93,56.9,77960.43,55,二级
甘肃省,2015-04-04,21.92,41.97,4.92,5.55,0.42,65.24,0.55,-1.96,273.99,55.03,78357.33,42,一级
甘肃省,2015-04-05,13.51,24.54,4.02,3.92,0.34,71.97,-2.86,-0.34,274.2,45.3,78735.09,36,一级
甘肃省,2015-04-06,18.31,34.78,6.31,4.79,0.42,72.57,-3.08,0.61,273.3,59.3,78972.17,37,一级
甘肃省,2015-04-07,21.11,34.85,6.74,5.2,0.42,69.82,0.09,1.27,274.84,53.41,79046.78,35,一级
甘肃省,2015-04-08,18.45,30.54,5.09,4.7,0.43,71.41,1.7,-0.7,275.83,48.27,79003.21,36,一级
甘肃省,2015-04-09,11.57,18.25,3.09,4.04,0.33,75.38,0.82,-1.58,276.65,42.9,79112.75,38,一级
甘肃省,2015-04-10,12.93,25.78,3.79,5.39,0.36,78.53,2.19,-1.66,277.28,44.96,79234.97,40,一级
甘肃省,2015-04-11,11.94,27.23,2.12,3.67,0.28,78.35,2.24,-3.88,276.8,42.12,79576.94,40,一级
甘肃省,2015-04-12,10.45,24.83,2.7,4.51,0.28,79.71,-0.61,-2.76,277.32,29.2,79778.05,40,一级
甘肃省,2015-04-13,11.89,22.01,3.15,6.08,0.33,78.29,0.31,0.14,280.03,23.98,79399.52,40,一级
甘肃省,2015-04-14,23.22,44.94,3.72,8.71,0.4,75.07,5.2,-0.61,282.16,29.84,78871.41,45,一级
甘肃省,2015-04-15,23.03,51.78,3.04,7.18,0.36,69.86,3.32,-3.27,283.95,27.39,78834.3,51,二级
甘肃省,2015-04-16,31.03,87.99,3.9,5.22,0.32,71.39,-1.94,1.52,283.8,32.36,78574.11,69,二级
甘肃省,2015-04-17,35.74,77.43,5.85,5.6,0.38,70.11,0.69,-1.51,281.65,54.47,78351.05,64,二级
甘肃省,2015-04-18,20.53,29.54,3.38,3.33,0.29,68.34,1.45,-3.81,277.79,65.67,78619.11,35,一级
甘肃省,2015-04-19,14.71,20.46,2.55,3.92,0.28,72.41,1.11,-2.05,279.6,43.52,78798.43,37,一级
甘肃省,2015-04-20,11.15,16.36,2.77,4.29,0.31,75.84,0.63,-1.13,278.78,51.9,78957.43,38,一级
甘肃省,2015-04-21,10.97,15.83,2.97,4.77,0.31,82.11,-0.45,0.08,280.3,34.39,79104.36,42,一级
甘肃省,2015-04-22,14.54,24.99,4.42,7.03,0.35,81.14,1.55,1.28,281.51,34.87,79098.68,41,一级
甘肃省,2015-04-23,15.77,24.08,4.18,6.69,0.34,77.16,0.49,-0.93,282.0,40.55,79316.97,39,一级
甘肃省,2015-04-24,16.65,26.84,5.04,6.56,0.32,80.22,0.28,0.0,283.55,35.81,79385.86,41,一级
甘肃省,2015-04-25,18.0,29.74,4.82,6.25,0.35,82.77,1.12,1.11,284.36,38.64,79167.07,42,一级
甘肃省,2015-04-26,16.46,27.11,4.35,5.89,0.36,83.4,2.34,-0.65,285.84,31.3,78939.15,42,一级
甘肃省,2015-04-27,16.34,26.93,3.53,6.92,0.33,84.51,-0.31,0.44,288.46,19.53,78766.34,43,一级
甘肃省,2015-04-28,31.46,52.52,5.4,6.74,0.37,77.32,-1.5,-0.69,287.54,27.8,78838.4,52,二级
甘肃省,2015-04-29,36.88,59.36,7.72,6.88,0.45,79.72,-0.57,0.62,284.87,40.87,78867.37,55,二级
甘肃省,2015-04-30,34.3,52.96,5.55,4.49,0.36,78.88,1.86,-1.23,282.27,54.84,78869.02,52,二级
甘肃省,2015-05-01,20.67,24.96,2.07,3.5,0.28,75.87,0.02,-2.79,282.65,35.55,78872.2,38,一级
甘肃省,2015-05-02,21.04,27.71,2.75,4.77,0.3,76.98,-1.56,-0.89,282.88,36.83,78836.13,39,一级
甘肃省,2015-05-03,23.87,28.13,2.48,3.1,0.28,81.53,-2.78,-1.29,282.08,40.7,79118.91,41,一级
甘肃省,2015-05-04,23.56,32.07,3.41,4.73,0.34,85.66,-0.27,0.93,283.42,34.19,78928.7,43,一级
甘肃省,2015-05-05,38.37,46.29,3.04,4.9,0.35,80.42,2.45,-0.91,282.85,41.76,78542.37,55,二级
甘肃省,2015-05-06,27.26,43.42,1.83,4.59,0.31,85.39,5.78,-2.88,282.74,41.54,78465.87,44,一级
甘肃省,2015-05-07,21.23,39.57,2.35,5.01,0.29,86.28,3.85,-1.63,283.44,39.44,78744.49,44,一级
甘肃省,2015-05-08,18.65,29.13,2.25,5.2,0.32,82.12,5.54,-1.98,284.93,33.96,78613.01,42,一级
甘肃省,2015-05-09,22.09,33.59,2.63,4.06,0.31,80.0,4.23,-1.01,285.49,36.01,78372.59,40,一级
甘肃省,2015-05-10,33.89,49.34,2.35,2.7,0.25,84.18,2.09,-4.58,280.26,43.63,78995.26,50,一级
甘肃省,2015-05-11,18.1,28.27,1.64,3.77,0.24,94.16,0.87,-2.46,282.1,21.9,79050.22,48,一级
甘肃省,2015-05-12,14.24,26.67,3.31,6.67,0.3,92.83,2.2,-0.47,287.17,18.63,78507.04,47,一级
甘肃省,2015-05-13,27.03,41.39,3.93,6.21,0.33,82.07,1.66,-1.87,287.91,34.74,78435.08,42,一级
甘肃省,2015-05-14,33.23,43.83,2.95,5.53,0.29,74.86,-0.16,-3.21,286.21,41.02,78885.53,48,一级
甘肃省,2015-05-15,36.35,51.83,2.65,4.99,0.27,74.04,-1.88,-1.54,285.33,35.45,79172.85,52,二级
甘肃省,2015-05-16,28.85,42.26,3.13,5.73,0.29,76.32,2.12,0.27,286.33,42.6,78837.27,43,一级
甘肃省,2015-05-17,32.51,38.82,2.88,5.02,0.29,77.58,2.99,-1.71,288.14,41.0,78491.76,47,一级
甘肃省,2015-05-18,29.23,61.05,2.22,4.52,0.26,78.03,-1.36,-0.47,289.75,32.25,78476.69,56,二级
甘肃省,2015-05-19,44.57,75.05,5.43,5.42,0.36,77.65,-3.21,-1.03,288.37,42.92,78634.61,63,二级
甘肃省,2015-05-20,48.17,63.66,6.39,4.9,0.41,75.16,-2.22,0.36,284.12,62.59,78938.74,67,二级
甘肃省,2015-05-21,18.76,23.68,4.95,3.67,0.3,77.52,0.39,-1.14,283.37,62.36,78980.73,39,一级
甘肃省,2015-05-22,17.9,23.49,3.14,4.45,0.28,82.13,0.06,-0.42,285.83,46.76,78866.42,42,一级
甘肃省,2015-05-23,15.65,22.27,3.39,5.52,0.28,89.8,-1.45,1.25,288.5,36.7,78585.17,45,一级
甘肃省,2015-05-24,18.02,26.32,4.6,6.22,0.31,89.02,-2.75,1.57,289.14,39.53,78417.38,45,一级
甘肃省,2015-05-25,24.37,34.6,5.57,5.24,0.35,84.84,-2.04,0.3,287.73,48.73,78423.31,43,一级
甘肃省,2015-05-26,27.8,35.97,4.57,4.16,0.31,81.55,-0.31,-1.24,287.26,51.82,78634.73,41,一级
甘肃省,2015-05-27,30.15,44.26,3.63,4.68,0.29,76.47,-0.71,-1.54,286.46,56.1,78631.53,45,一级
甘肃省,2015-05-28,18.07,21.21,2.9,3.65,0.24,74.07,0.61,-2.81,283.11,68.65,78759.16,38,一级
甘肃省,2015-05-29,16.24,19.42,2.16,3.76,0.22,84.15,2.29,-2.23,284.99,49.81,78847.04,43,一级
甘肃省,2015-05-30,12.74,17.39,1.92,4.26,0.21,88.63,2.77,-0.53,287.65,36.89,78739.76,45,一级
甘肃省,2015-05-31,16.79,26.78,4.71,6.36,0.33,81.44,0.08,-0.18,286.6,52.78,78450.65,41,一级
甘肃省,2015-06-01,29.14,45.25,3.2,3.86,0.25,81.14,-2.23,-1.78,285.59,53.5,78543.59,46,一级
甘肃省,2015-06-02,23.9,39.15,4.8,5.54,0.28,74.09,-2.52,-0.14,285.86,55.17,78727.26,40,一级
甘肃省,2015-06-03,22.29,31.86,5.14,5.21,0.27,82.61,2.38,-2.1,283.71,63.9,79124.46,42,一级
甘肃省,2015-06-04,14.96,21.07,1.98,2.88,0.18,118.27,4.73,-3.89,285.02,35.98,79111.93,66,二级
甘肃省,2015-06-05,16.1,25.3,2.29,4.88,0.21,107.92,4.84,-1.26,288.21,29.45,78605.32,57,二级
甘肃省,2015-06-06,22.93,32.98,2.65,4.01,0.2,92.87,1.13,-2.18,287.51,43.37,78578.43,47,一级
甘肃省,2015-06-07,16.11,23.21,2.62,4.18,0.2,89.83,1.67,-2.41,286.68,45.72,78733.57,45,一级
甘肃省,2015-06-08,14.82,21.38,2.4,4.67,0.22,92.03,4.14,-0.26,288.72,34.99,78544.82,47,一级
甘肃省,2015-06-09,22.82,37.67,3.39,4.78,0.25,90.38,4.67,-2.23,288.88,43.42,78380.78,46,一级
甘肃省,2015-06-10,30.06,47.61,1.92,3.03,0.18,92.91,1.27,-4.85,286.86,38.63,78919.73,48,一级
甘肃省,2015-06-11,17.22,27.44,2.36,4.57,0.21,96.43,-1.49,-2.27,287.92,31.23,78946.84,49,一级
甘肃省,2015-06-12,18.04,26.29,2.99,5.92,0.24,91.36,-3.51,-0.33,289.13,32.85,78744.71,46,一级
甘肃省,2015-06-13,25.63,37.21,4.14,5.12,0.24,83.7,-4.08,0.28,288.24,38.64,78630.73,42,一级
甘肃省,2015-06-14,25.55,33.91,4.5,5.26,0.27,92.79,-1.78,1.65,289.03,42.48,78492.69,47,一级
甘肃省,2015-06-15,24.94,33.72,5.09,4.76,0.32,90.53,-2.77,1.64,290.61,45.59,78352.77,46,一级
甘肃省,2015-06-16,25.0,34.36,5.73,5.4,0.32,84.46,-2.73,0.25,290.1,52.34,78384.36,43,一级
甘肃省,2015-06-17,24.56,32.85,4.85,5.47,0.31,82.8,-2.11,-1.1,289.63,52.24,78603.68,42,一级
甘肃省,2015-06-18,26.97,36.27,4.8,4.95,0.27,84.5,-0.78,0.14,289.42,53.85,78714.84,43,一级
甘肃省,2015-06-19,23.07,32.24,4.85,5.19,0.29,86.11,-1.39,0.84,289.08,51.34,78774.7,44,一级
甘肃省,2015-06-20,19.47,25.47,5.06,3.63,0.25,93.44,-0.9,0.97,288.76,47.98,78734.8,47,一级
甘肃省,2015-06-21,18.35,25.85,4.72,4.45,0.27,92.4,0.35,1.09,290.04,44.18,78454.68,47,一级
甘肃省,2015-06-22,19.88,30.12,6.8,5.91,0.34,85.22,-0.97,0.91,289.36,53.72,78290.9,43,一级
甘肃省,2015-06-23,17.18,23.58,5.43,4.53,0.31,85.34,-1.52,-0.19,288.86,62.57,78349.13,43,一级
甘肃省,2015-06-24,18.59,25.78,5.51,4.75,0.34,80.3,-1.89,-0.19,290.01,60.16,78391.86,41,一级
甘肃省,2015-06-25,20.64,29.37,5.23,4.5,0.33,85.56,-2.59,0.95,291.68,51.4,78191.44,43,一级
甘肃省,2015-06-26,22.9,34.5,6.94,5.21,0.39,86.31,-3.96,1.81,293.04,53.9,77840.99,44,一级
甘肃省,2015-06-27,23.94,40.65,7.55,4.14,0.4,77.14,-2.79,1.82,291.65,71.36,78077.56,41,一级
甘肃省,2015-06-28,26.44,48.71,5.89,4.53,0.39,70.09,0.32,0.3,291.07,72.85,78370.97,49,一级
甘肃省,2015-06-29,20.59,36.44,3.93,5.09,0.31,68.79,0.74,-2.0,292.17,60.19,78617.93,37,一级
甘肃省,2015-06-30,16.07,25.49,2.52,4.0,0.23,70.54,-0.08,-3.04,291.96,55.69,78761.98,36,一级
甘肃省,2015-07-01,14.11,19.13,2.95,4.47,0.2,71.97,-1.19,-1.2,291.89,51.42,78633.17,36,一级
甘肃省,2015-07-02,14.31,17.95,2.44,4.73,0.24,71.23,-1.01,-0.81,290.7,58.36,78653.84,36,一级
甘肃省,2015-07-03,15.35,20.35,3.79,5.16,0.31,77.12,-0.15,0.6,288.9,60.71,78683.35,39,一级
甘肃省,2015-07-04,16.69,23.63,3.38,5.03,0.3,79.46,3.59,-0.63,287.95,63.38,78744.87,40,一级
甘肃省,2015-07-05,11.68,16.88,2.65,4.42,0.26,83.13,2.09,-0.15,290.29,48.48,78630.41,42,一级
甘肃省,2015-07-06,12.74,21.28,3.74,5.5,0.32,82.37,0.07,0.2,291.48,43.07,78521.54,42,一级
甘肃省,2015-07-07,23.1,33.19,4.6,4.07,0.31,79.31,-2.45,-0.29,289.49,50.76,78717.57,40,一级
甘肃省,2015-07-08,21.25,28.88,4.88,3.76,0.35,82.42,-2.07,1.11,288.59,58.58,78726.49,42,一级
甘肃省,2015-07-09,17.04,23.07,4.35,4.43,0.32,87.83,-1.56,0.49,289.88,47.98,78888.59,44,一级
甘肃省,2015-07-10,25.83,34.24,5.08,5.25,0.39,87.87,-3.23,2.92,292.57,35.99,78532.76,44,一级
甘肃省,2015-07-11,40.53,56.2,5.43,4.76,0.46,87.83,-1.34,2.37,293.29,43.67,78266.53,57,二级
甘肃省,2015-07-12,33.0,45.62,4.4,3.18,0.33,84.09,3.04,-2.41,290.64,55.62,78621.07,48,一级
甘肃省,2015-07-13,23.35,34.19,2.69,4.0,0.26,82.28,2.91,-2.53,290.57,41.9,78651.24,42,一级
甘肃省,2015-07-14,20.12,27.48,2.28,3.95,0.27,82.27,2.32,-3.48,289.83,43.25,78678.21,42,一级
甘肃省,2015-07-15,14.28,18.1,2.21,4.14,0.26,82.73,1.95,-3.11,290.22,37.95,78644.6,42,一级
甘肃省,2015-07-16,13.57,19.89,2.5,4.23,0.28,82.72,1.94,-2.03,289.65,43.5,78584.61,42,一级
甘肃省,2015-07-17,10.41,14.9,2.26,4.45,0.29,84.5,1.08,-1.25,290.43,41.48,78495.73,43,一级
甘肃省,2015-07-18,10.36,15.98,2.57,4.85,0.31,85.05,0.73,-0.73,291.79,39.21,78462.02,43,一级
甘肃省,2015-07-19,9.35,16.03,2.97,5.15,0.32,83.8,-0.48,-0.05,292.82,36.04,78475.62,42,一级
甘肃省,2015-07-20,12.81,22.37,3.72,4.73,0.36,82.61,-1.86,0.61,292.59,42.72,78571.14,42,一级
甘肃省,2015-07-21,15.5,26.85,5.37,4.83,0.38,81.76,-2.1,-0.47,291.81,48.98,78717.37,41,一级
甘肃省,2015-07-22,14.69,19.26,3.79,3.6,0.36,85.55,-1.92,-2.58,290.87,49.1,78887.19,43,一级
甘肃省,2015-07-23,13.59,17.27,3.3,4.13,0.31,86.15,-1.47,-2.26,291.54,44.1,79003.49,44,一级
甘肃省,2015-07-24,11.69,16.68,2.45,6.05,0.31,85.58,0.8,-1.64,294.21,27.35,78814.02,43,一级
甘肃省,2015-07-25,16.05,23.03,3.05,6.23,0.31,81.77,0.57,-1.08,295.91,26.14,78564.26,41,一级
甘肃省,2015-07-26,23.1,32.98,3.62,6.45,0.31,76.69,-1.21,0.39,296.02,33.64,78504.02,39,一级
甘肃省,2015-07-27,25.61,35.53,4.22,5.63,0.34,79.05,-1.51,1.11,295.41,39.4,78473.96,40,一级
甘肃省,2015-07-28,23.86,32.79,4.38,4.79,0.34,82.66,-1.79,0.59,295.67,38.45,78417.1,42,一级
甘肃省,2015-07-29,32.47,42.51,5.24,5.06,0.35,84.63,-3.57,1.72,296.27,39.75,78331.72,47,一级
甘肃省,2015-07-30,60.21,71.92,6.47,5.31,0.4,82.19,-2.58,1.08,296.14,44.3,78404.13,82,二级
甘肃省,2015-07-31,39.86,49.98,5.94,4.41,0.38,83.18,-1.62,0.31,295.4,47.85,78545.1,57,二级
甘肃省,2015-08-01,30.88,39.23,5.24,4.38,0.38,81.68,-1.33,-0.5,294.27,48.8,78659.97,45,一级
甘肃省,2015-08-02,26.04,32.8,4.26,4.55,0.33,81.93,-1.89,-0.01,293.52,51.15,78686.07,41,一级
甘肃省,2015-08-03,22.29,25.95,4.11,3.68,0.26,76.86,-0.26,-1.49,291.17,56.07,78681.29,39,一级
甘肃省,2015-08-04,17.96,21.31,2.37,4.58,0.26,77.29,0.92,-1.82,291.65,39.22,78627.18,39,一级
甘肃省,2015-08-05,16.2,20.98,2.86,5.23,0.28,78.55,-1.31,-0.3,293.17,28.32,78500.1,40,一级
甘肃省,2015-08-06,19.44,26.3,3.33,5.39,0.31,77.52,-2.59,1.96,293.36,32.13,78551.01,39,一级
甘肃省,2015-08-07,26.36,38.65,6.4,5.05,0.33,80.29,-3.15,2.66,292.18,45.33,78794.99,41,一级
甘肃省,2015-08-08,21.19,26.95,5.39,4.11,0.38,84.16,-3.88,2.14,290.61,55.93,78885.95,43,一级
甘肃省,2015-08-09,23.11,29.67,6.56,3.79,0.41,85.06,-3.4,1.38,290.75,55.1,78767.59,43,一级
甘肃省,2015-08-10,27.28,34.36,6.89,4.23,0.44,83.58,-2.74,1.05,291.42,56.09,78713.39,42,一级
甘肃省,2015-08-11,25.58,32.66,6.57,4.41,0.39,83.18,-2.88,1.35,293.03,50.98,78625.25,42,一级
甘肃省,2015-08-12,37.75,54.6,6.16,3.91,0.38,77.14,1.73,-1.41,290.98,59.68,78845.96,54,二级
甘肃省,2015-08-13,23.62,30.37,3.12,3.24,0.27,79.82,0.24,-1.68,289.33,53.17,78927.99,40,一级
甘肃省,2015-08-14,14.66,19.35,2.95,5.53,0.3,83.21,-1.25,0.3,291.1,37.77,78668.54,42,一级
甘肃省,2015-08-15,18.66,26.59,4.21,6.56,0.34,77.33,-0.47,0.61,291.72,38.68,78588.9,39,一级
甘肃省,2015-08-16,25.45,37.95,3.32,4.37,0.29,78.59,3.08,-2.72,287.27,50.45,78990.73,40,一级
甘肃省,2015-08-17,18.35,39.01,2.28,3.57,0.24,80.38,1.58,-1.68,287.17,40.97,78883.02,41,一级
甘肃省,2015-08-18,16.63,28.04,2.58,5.25,0.29,78.11,0.03,-1.85,287.47,43.42,78994.37,40,一级
甘肃省,2015-08-19,12.4,17.54,3.12,5.26,0.27,77.9,-0.66,-1.82,288.37,36.28,79268.75,39,一级
甘肃省,2015-08-20,12.34,17.06,2.49,5.12,0.27,78.36,-0.87,-0.7,289.62,33.05,79158.66,40,一级
