province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2014-06-12,36.87,41.97,8.22,3.28,0.37,87.13,-2.52,0.32,287.08,56.7,78737.36,53,二级
甘肃省,2014-06-13,33.87,37.14,8.66,2.74,0.37,87.87,-1.04,-0.21,286.79,61.33,78625.82,49,一级
甘肃省,2014-06-14,27.85,31.71,6.43,2.99,0.35,93.68,0.51,-1.07,288.72,47.23,78618.41,47,一级
甘肃省,2014-06-15,20.82,25.33,4.15,3.11,0.31,93.61,1.11,-0.49,290.53,37.36,78583.41,47,一级
甘肃省,2014-06-16,17.75,22.9,3.05,2.79,0.26,90.6,1.96,-1.43,291.16,34.57,78478.22,46,一级
甘肃省,2014-06-17,20.72,30.08,3.78,3.04,0.27,84.64,0.03,-0.8,291.18,36.0,78335.96,43,一级
甘肃省,2014-06-18,23.14,28.91,6.28,2.73,0.3,78.72,-0.18,-0.56,288.4,56.26,78368.35,40,一级
甘肃省,2014-06-19,15.24,16.63,3.5,2.38,0.22,80.14,-1.15,-2.67,287.88,52.98,78557.42,41,一级
甘肃省,2014-06-20,14.4,17.12,3.1,3.17,0.21,78.86,-2.33,-0.74,288.91,43.96,78536.14,40,一级
甘肃省,2014-06-21,17.92,23.04,3.1,3.3,0.22,82.28,-3.37,0.77,290.18,38.29,78586.01,42,一级
甘肃省,2014-06-22,24.51,31.79,5.48,3.65,0.31,80.25,-3.03,1.57,290.84,41.94,78590.0,41,一级
甘肃省,2014-06-23,30.73,37.61,6.65,3.14,0.32,84.77,-2.11,1.7,290.5,51.63,78382.94,44,一级
甘肃省,2014-06-24,31.95,37.14,7.23,2.85,0.32,82.47,-1.24,1.0,289.01,59.17,78249.7,46,一级
甘肃省,2014-06-25,30.18,34.56,6.4,3.13,0.3,82.4,-0.81,-0.45,289.32,57.88,78382.47,44,一级
甘肃省,2014-06-26,28.88,37.05,6.11,3.29,0.36,83.01,-0.81,-0.15,290.41,57.19,78686.42,42,一级
甘肃省,2014-06-27,25.56,34.75,5.32,3.16,0.31,85.75,0.65,-0.47,290.53,55.18,78870.26,43,一级
甘肃省,2014-06-28,20.69,24.01,4.16,2.67,0.26,90.85,1.83,-1.83,289.1,58.77,78866.25,46,一级
甘肃省,2014-06-29,14.46,17.67,2.7,2.86,0.23,89.54,2.66,-1.19,290.55,45.76,78754.74,45,一级
甘肃省,2014-06-30,15.96,20.23,3.04,3.16,0.25,88.73,2.62,-0.3,290.58,46.32,78751.38,45,一级
甘肃省,2014-07-01,16.76,21.1,3.41,3.19,0.32,90.24,2.49,-1.08,291.49,44.16,78698.75,46,一级
甘肃省,2014-07-02,16.85,24.92,3.46,3.56,0.31,89.61,2.4,-0.92,291.97,42.72,78553.88,45,一级
甘肃省,2014-07-03,12.99,16.09,3.02,2.71,0.23,90.86,-1.77,-0.16,291.8,42.65,78422.34,46,一级
甘肃省,2014-07-04,18.17,23.74,4.61,4.02,0.29,92.41,-2.23,0.91,292.93,40.83,78254.98,47,一级
甘肃省,2014-07-05,28.99,38.45,7.18,3.91,0.35,91.48,-3.36,1.34,293.51,45.4,78303.96,46,一级
甘肃省,2014-07-06,32.66,41.73,7.94,3.08,0.32,86.69,-0.68,0.5,292.53,55.65,78484.35,47,一级
甘肃省,2014-07-07,30.22,40.84,5.74,2.76,0.29,79.62,-0.57,-1.33,291.16,58.37,78619.78,44,一级
甘肃省,2014-07-08,18.3,20.93,3.79,2.87,0.35,73.86,-2.55,-1.13,289.26,65.11,78574.13,37,一级
甘肃省,2014-07-09,15.29,17.12,4.88,3.25,0.34,70.62,-1.82,-1.28,289.13,65.51,78542.98,36,一级
甘肃省,2014-07-10,16.44,19.47,4.31,2.61,0.23,78.14,1.15,-2.19,290.55,51.98,78638.82,40,一级
甘肃省,2014-07-11,15.72,21.61,3.24,3.12,0.23,88.62,0.65,-1.99,290.15,46.92,78776.11,45,一级
甘肃省,2014-07-12,12.69,16.6,2.08,3.05,0.18,89.3,-1.35,-1.55,290.85,42.18,78808.73,45,一级
甘肃省,2014-07-13,10.74,13.54,2.96,3.66,0.24,88.97,-2.02,-0.03,291.85,36.0,78724.11,45,一级
甘肃省,2014-07-14,13.03,17.85,3.87,4.09,0.3,90.46,-1.71,0.41,292.95,34.27,78600.0,46,一级
甘肃省,2014-07-15,17.12,23.82,4.94,4.38,0.27,91.27,-1.69,1.64,294.25,34.42,78439.14,46,一级
甘肃省,2014-07-16,21.49,28.63,7.86,4.07,0.32,89.83,-2.27,1.97,295.28,36.85,78250.48,45,一级
甘肃省,2014-07-17,45.04,54.6,7.48,4.0,0.28,82.88,-2.38,0.7,294.22,40.82,78303.23,63,二级
甘肃省,2014-07-18,38.73,48.21,7.25,3.31,0.29,80.85,-2.36,1.23,292.63,48.13,78373.44,55,二级
甘肃省,2014-07-19,33.06,38.8,5.49,2.98,0.27,73.9,-0.7,1.51,290.83,58.43,78475.86,48,一级
甘肃省,2014-07-20,24.09,27.03,4.42,2.59,0.23,66.59,-1.82,1.48,290.76,61.89,78595.36,35,一级
甘肃省,2014-07-21,19.88,23.1,5.13,3.0,0.27,69.23,-2.56,1.47,290.93,65.31,78579.34,35,一级
甘肃省,2014-07-22,19.4,21.29,6.48,3.73,0.29,70.02,-1.65,0.06,290.54,67.16,78745.44,36,一级
甘肃省,2014-07-23,17.24,18.63,5.85,3.67,0.26,74.05,-0.39,-1.11,290.47,57.03,78839.95,38,一级
甘肃省,2014-07-24,13.54,17.38,3.34,3.98,0.26,81.95,-1.08,0.06,293.4,36.57,78552.17,41,一级
甘肃省,2014-07-25,16.06,22.01,3.32,4.41,0.26,82.51,-1.32,0.21,294.46,33.82,78551.5,42,一级
甘肃省,2014-07-26,21.37,26.57,4.48,4.08,0.29,81.52,-1.17,1.09,294.62,38.77,78747.79,41,一级
甘肃省,2014-07-27,25.28,30.87,5.99,3.59,0.32,82.77,-2.45,1.56,295.14,40.58,78661.87,42,一级
甘肃省,2014-07-28,31.9,39.6,7.91,3.8,0.36,81.87,-0.53,1.58,295.25,40.9,78349.43,46,一级
甘肃省,2014-07-29,42.48,49.14,6.75,3.43,0.34,78.71,-0.8,1.75,295.93,39.56,78203.03,60,二级
甘肃省,2014-07-30,42.35,49.73,7.81,3.7,0.34,77.62,-2.06,0.5,294.84,44.43,78413.46,60,二级
甘肃省,2014-07-31,42.51,49.61,6.64,3.79,0.33,73.99,-2.42,0.37,293.89,45.33,78575.02,60,二级
甘肃省,2014-08-01,36.16,44.34,5.89,3.56,0.32,73.03,-0.99,0.05,292.89,46.9,78618.76,52,二级
甘肃省,2014-08-02,34.95,46.47,5.27,3.85,0.3,74.4,-2.28,0.65,291.51,52.38,78555.68,50,一级
甘肃省,2014-08-03,29.61,35.43,5.39,2.89,0.3,76.38,-1.44,-0.19,290.36,58.15,78520.21,43,一级
甘肃省,2014-08-04,30.61,35.09,6.8,2.88,0.33,74.62,-3.74,0.73,291.4,55.62,78491.57,44,一级
甘肃省,2014-08-05,39.49,44.69,10.31,3.31,0.47,73.92,-4.98,1.84,291.6,59.95,78465.75,56,二级
甘肃省,2014-08-06,38.01,43.83,15.32,3.28,0.47,77.61,-3.17,0.23,290.95,66.89,78532.77,54,二级
甘肃省,2014-08-07,37.98,44.17,11.79,4.05,0.44,73.35,-1.48,-0.98,291.11,57.68,78546.14,54,二级
甘肃省,2014-08-08,34.7,40.76,9.41,4.42,0.41,71.66,-1.47,-0.36,290.92,52.54,78478.12,50,一级
甘肃省,2014-08-09,32.64,38.87,8.58,4.36,0.43,75.37,-1.95,-0.89,291.38,44.47,78563.18,47,一级
甘肃省,2014-08-10,28.77,34.59,6.85,3.72,0.36,77.01,-1.4,-0.79,290.15,51.05,78686.74,42,一级
甘肃省,2014-08-11,25.6,28.84,5.93,2.92,0.32,77.7,-0.05,-1.78,288.82,53.88,78734.83,39,一级
甘肃省,2014-08-12,16.42,18.83,3.61,3.03,0.29,82.46,-0.22,-1.92,288.52,49.49,78788.44,42,一级
甘肃省,2014-08-13,10.25,12.22,2.62,3.12,0.21,81.97,-1.47,-1.07,288.68,42.18,78809.1,41,一级
甘肃省,2014-08-14,10.62,13.73,2.8,3.87,0.24,83.21,-2.43,1.09,289.71,37.12,78750.5,42,一级
甘肃省,2014-08-15,21.23,27.66,6.82,4.62,0.26,85.45,-2.73,2.46,290.71,41.42,78585.51,43,一级
甘肃省,2014-08-16,28.2,35.17,8.59,3.54,0.25,87.64,-3.61,1.34,291.45,45.74,78455.93,44,一级
甘肃省,2014-08-17,47.38,54.19,10.52,2.94,0.28,89.99,-5.26,0.8,291.34,51.66,78597.42,66,二级
甘肃省,2014-08-18,60.31,69.67,11.67,3.23,0.33,90.2,-4.86,1.46,292.02,44.25,78862.34,82,二级
甘肃省,2014-08-19,57.19,71.35,10.09,3.64,0.34,86.86,-1.95,1.73,291.59,46.12,78999.66,78,二级
甘肃省,2014-08-20,48.43,56.64,8.62,3.32,0.35,86.28,0.24,0.84,290.58,52.98,78896.41,67,二级
甘肃省,2014-08-21,38.54,43.77,8.34,3.12,0.31,83.27,2.01,-0.75,288.35,62.94,78793.63,55,二级
甘肃省,2014-08-22,25.66,29.75,4.26,3.35,0.28,79.38,2.17,-1.46,288.42,53.8,78897.06,40,一级
甘肃省,2014-08-23,16.74,20.1,3.06,2.97,0.21,82.72,0.49,-1.07,289.19,44.83,78901.48,42,一级
甘肃省,2014-08-24,13.43,17.06,3.69,3.59,0.22,82.14,-0.46,-0.25,289.67,41.1,78906.52,42,一级
甘肃省,2014-08-25,17.63,23.08,4.93,3.78,0.25,82.34,-0.34,1.51,290.2,41.76,78886.9,42,一级
甘肃省,2014-08-26,21.47,28.1,7.22,4.08,0.29,85.85,-0.56,1.28,290.12,44.82,78840.36,43,一级
甘肃省,2014-08-27,19.6,26.34,5.18,3.83,0.27,87.12,-1.37,1.65,291.26,41.32,78804.02,44,一级
甘肃省,2014-08-28,28.84,35.05,6.97,3.53,0.31,79.76,-1.81,1.0,291.02,44.67,78919.01,42,一级
甘肃省,2014-08-29,30.43,36.08,6.93,3.09,0.34,79.1,-2.26,1.31,288.92,58.71,78980.11,44,一级
甘肃省,2014-08-30,27.72,32.09,7.0,2.89,0.29,82.37,-2.3,-0.27,288.91,57.73,78963.02,42,一级
甘肃省,2014-08-31,27.53,33.21,7.51,3.34,0.34,80.21,-1.75,-0.29,288.77,54.32,78893.78,41,一级
甘肃省,2014-09-01,29.65,38.34,6.61,3.04,0.31,80.05,-2.11,-0.81,288.54,51.48,79029.65,43,一级
甘肃省,2014-09-02,18.53,21.69,3.55,2.7,0.24,78.12,-2.58,-0.13,288.59,37.36,79056.04,40,一级
甘肃省,2014-09-03,26.37,31.73,4.66,3.7,0.29,79.84,-0.92,1.55,289.73,33.84,78830.6,40,一级
甘肃省,2014-09-04,23.66,30.89,6.28,3.67,0.32,84.14,-1.05,1.47,290.66,36.77,78565.03,43,一级
甘肃省,2014-09-05,26.51,33.37,7.38,3.35,0.31,78.22,-0.91,1.56,289.89,48.44,78453.83,40,一级
甘肃省,2014-09-06,27.87,33.22,7.29,3.1,0.27,73.0,-0.62,-0.26,287.86,63.51,78712.6,40,一级
甘肃省,2014-09-07,25.89,30.03,5.78,3.01,0.27,72.0,-2.9,0.79,289.19,56.13,78752.57,37,一级
甘肃省,2014-09-08,33.78,41.05,8.09,3.55,0.31,69.06,-0.32,-1.35,288.19,57.01,78833.26,49,一级
甘肃省,2014-09-09,28.97,33.43,5.13,3.25,0.28,71.74,-1.41,-0.45,288.18,48.75,78782.64,42,一级
甘肃省,2014-09-10,29.7,37.62,8.85,4.23,0.35,68.83,-1.33,0.84,287.86,59.04,78694.0,43,一级
甘肃省,2014-09-11,25.83,29.02,7.8,3.19,0.31,71.49,-0.15,-0.41,288.0,59.55,78708.02,37,一级
甘肃省,2014-09-12,29.9,35.39,8.21,3.71,0.37,67.84,-0.62,-0.84,287.75,52.03,78747.77,43,一级
甘肃省,2014-09-13,36.78,46.83,8.16,3.63,0.34,63.87,-1.82,-1.66,283.68,59.21,79001.32,53,二级
甘肃省,2014-09-14,24.63,27.64,6.38,3.69,0.31,64.38,-3.17,-0.63,282.78,63.12,78996.11,36,一级
甘肃省,2014-09-15,29.24,35.66,10.44,4.4,0.42,64.68,-0.57,-0.04,283.98,61.59,78947.85,42,一级
甘肃省,2014-09-16,30.59,35.77,9.72,4.89,0.4,65.44,-0.95,-0.22,284.34,58.34,78925.79,44,一级
甘肃省,2014-09-17,27.36,32.07,7.62,4.5,0.38,70.38,0.84,0.53,286.1,49.29,79102.7,40,一级
甘肃省,2014-09-18,26.15,33.1,6.48,4.47,0.39,70.85,1.0,0.81,287.23,44.68,79150.28,38,一级
甘肃省,2014-09-19,20.45,27.43,5.18,4.17,0.33,73.8,0.27,0.7,288.42,38.52,78960.28,37,一级
甘肃省,2014-09-20,26.36,36.36,5.73,4.11,0.35,74.17,-1.39,-0.22,287.67,42.09,78778.98,38,一级
甘肃省,2014-09-21,49.93,59.16,9.58,3.57,0.39,64.38,-1.53,-0.08,283.71,58.43,78967.3,69,二级
甘肃省,2014-09-22,36.81,42.06,6.33,3.7,0.29,63.61,-1.03,0.33,282.67,59.02,79081.1,53,二级
甘肃省,2014-09-23,26.72,32.8,5.38,3.92,0.33,70.59,0.8,-0.29,283.74,50.09,79100.15,39,一级
甘肃省,2014-09-24,23.86,31.48,5.34,4.58,0.34,72.95,1.14,1.31,285.75,36.8,78895.45,37,一级
甘肃省,2014-09-25,31.21,42.55,6.93,4.38,0.37,68.66,1.66,1.18,285.82,43.55,78685.23,45,一级
甘肃省,2014-09-26,32.97,41.44,7.31,3.9,0.37,65.9,-0.01,0.03,284.61,49.45,78897.21,48,一级
甘肃省,2014-09-27,28.86,36.1,6.58,4.08,0.34,68.12,1.1,-0.2,284.56,54.01,78986.89,42,一级
甘肃省,2014-09-28,22.21,30.25,4.28,3.63,0.32,72.39,1.16,-0.32,286.44,44.24,78972.0,37,一级
甘肃省,2014-09-29,24.75,38.65,5.23,3.77,0.3,70.72,-1.32,2.14,286.3,42.24,78988.64,39,一级
甘肃省,2014-09-30,37.69,51.62,8.77,3.69,0.34,67.56,1.02,1.72,284.79,54.8,79024.6,54,二级
甘肃省,2014-10-01,15.62,20.17,3.32,2.3,0.21,72.19,3.31,-1.43,284.81,43.48,79153.68,37,一级
甘肃省,2014-10-02,12.8,20.64,3.47,3.13,0.24,74.65,2.26,-0.13,285.37,37.6,79033.47,38,一级
甘肃省,2014-10-03,18.23,26.48,5.4,3.02,0.26,70.65,2.61,-0.88,283.59,50.92,79003.86,36,一级
甘肃省,2014-10-04,8.21,11.07,2.53,2.42,0.2,68.63,0.7,-1.42,282.16,44.55,79440.52,35,一级
甘肃省,2014-10-05,9.3,13.96,4.24,4.11,0.26,69.47,-1.13,1.8,284.7,33.85,79404.5,35,一级
甘肃省,2014-10-06,19.21,25.28,7.46,4.08,0.3,71.04,-0.29,1.83,284.63,38.91,79253.14,36,一级
甘肃省,2014-10-07,24.68,30.94,10.54,4.08,0.32,70.5,1.16,1.51,284.86,46.14,79093.31,36,一级
甘肃省,2014-10-08,24.92,31.24,8.45,4.29,0.33,70.97,-1.07,2.77,286.14,46.22,78884.04,36,一级
甘肃省,2014-10-09,31.65,39.93,8.96,4.08,0.34,69.24,0.13,1.11,285.03,49.89,78782.8,46,一级
甘肃省,2014-10-10,32.77,40.09,8.13,3.95,0.36,68.56,0.87,-1.93,278.82,65.61,79305.37,47,一级
甘肃省,2014-10-11,14.44,17.19,3.36,2.4,0.25,67.49,-0.21,-2.79,273.95,67.11,79693.34,34,一级
甘肃省,2014-10-12,13.42,16.02,3.87,3.13,0.28,70.27,-1.22,-0.22,275.22,54.26,79705.54,36,一级
甘肃省,2014-10-13,17.38,22.39,5.07,4.58,0.33,70.0,1.14,0.34,277.61,49.84,79548.17,36,一级
甘肃省,2014-10-14,20.26,26.88,4.11,4.31,0.36,70.37,2.71,-0.42,279.49,42.35,79485.47,36,一级
甘肃省,2014-10-15,24.08,31.01,4.59,4.58,0.26,67.57,-1.14,0.14,279.7,38.1,79305.65,35,一级
甘肃省,2014-10-16,23.13,29.6,5.99,4.65,0.31,64.28,1.06,-0.08,278.92,48.48,79318.29,34,一级
甘肃省,2014-10-17,20.51,25.51,5.64,5.36,0.36,66.94,-0.19,-0.12,280.11,44.35,79255.18,34,一级
甘肃省,2014-10-18,25.88,32.71,7.71,4.9,0.37,64.59,1.45,0.54,280.01,53.96,78992.75,37,一级
甘肃省,2014-10-19,19.53,26.49,6.53,4.88,0.32,64.84,1.05,-0.07,280.7,46.88,79028.54,33,一级
甘肃省,2014-10-20,16.23,23.14,5.38,5.05,0.32,68.73,1.59,-0.03,281.24,43.99,79104.94,35,一级
甘肃省,2014-10-21,12.18,17.94,4.19,4.46,0.31,70.92,2.66,0.61,281.86,35.2,79374.75,36,一级
甘肃省,2014-10-22,19.15,26.0,6.11,4.99,0.33,67.37,2.67,0.19,281.83,40.42,79439.47,34,一级
甘肃省,2014-10-23,15.18,22.37,5.81,5.26,0.35,68.95,3.85,0.21,282.47,32.81,79208.44,35,一级
甘肃省,2014-10-24,14.52,21.73,5.79,5.62,0.38,69.99,2.73,0.52,283.2,31.29,78956.89,35,一级
甘肃省,2014-10-25,14.17,20.43,5.66,5.46,0.34,71.27,-0.53,0.64,282.73,38.03,79045.68,36,一级
甘肃省,2014-10-26,21.49,28.86,8.87,6.24,0.38,68.53,-1.84,1.59,282.11,44.92,79209.36,35,一级
甘肃省,2014-10-27,31.53,42.6,10.24,6.97,0.41,63.02,-1.05,2.87,281.14,55.03,79035.19,46,一级
甘肃省,2014-10-28,25.55,33.94,9.21,6.2,0.36,61.27,-1.34,-0.15,278.77,62.12,78995.05,37,一级
甘肃省,2014-10-29,29.95,36.33,7.84,5.49,0.36,57.97,-0.82,0.39,277.23,57.39,79073.56,43,一级
甘肃省,2014-10-30,27.02,33.42,7.61,5.8,0.37,55.34,0.33,-0.0,274.68,70.58,79123.38,39,一级
甘肃省,2014-10-31,14.77,17.14,4.39,4.25,0.27,58.37,1.5,-2.0,272.73,62.34,79334.79,30,一级
甘肃省,2014-11-01,11.77,15.52,2.8,3.14,0.23,66.95,2.97,-3.62,271.13,54.2,79727.65,34,一级
甘肃省,2014-11-02,15.92,22.67,4.08,5.94,0.32,70.54,0.5,0.5,273.28,37.0,79543.68,36,一级
甘肃省,2014-11-03,20.59,29.06,7.89,8.42,0.44,67.42,2.91,1.39,275.56,34.21,79025.07,34,一级
甘肃省,2014-11-04,22.53,29.2,9.41,8.72,0.54,61.14,2.86,-0.6,275.6,40.16,78937.21,33,一级
甘肃省,2014-11-05,17.81,21.51,5.77,7.69,0.5,63.01,1.17,-0.25,276.23,30.64,79159.05,32,一级
甘肃省,2014-11-06,25.89,33.34,8.35,10.52,0.62,58.98,0.07,0.84,274.84,46.77,79238.57,37,一级
甘肃省,2014-11-07,26.73,33.24,9.93,9.8,0.51,56.66,-1.48,1.49,274.54,52.28,79215.93,39,一级
甘肃省,2014-11-08,35.83,45.43,13.93,11.47,0.61,53.8,-2.22,2.36,274.92,53.64,79006.66,52,二级
甘肃省,2014-11-09,38.65,49.99,12.19,8.84,0.55,50.1,1.37,0.94,274.37,59.73,79082.43,55,二级
甘肃省,2014-11-10,29.32,40.59,8.15,7.45,0.5,50.48,2.15,-1.48,272.06,65.36,79328.46,42,一级
甘肃省,2014-11-11,20.6,27.8,4.57,5.48,0.4,55.1,0.99,-1.7,271.43,61.26,79404.65,30,一级
甘肃省,2014-11-12,16.92,23.27,5.77,5.92,0.39,53.3,-0.65,0.42,270.26,63.68,79464.08,27,一级
甘肃省,2014-11-13,20.67,30.92,6.91,8.89,0.5,58.07,1.97,1.49,272.73,44.75,79156.43,31,一级
甘肃省,2014-11-14,27.24,42.0,10.89,9.46,0.63,52.23,3.73,-0.63,270.95,58.48,79187.08,42,一级
甘肃省,2014-11-15,15.6,22.18,5.97,5.62,0.46,63.14,2.87,-1.39,270.09,46.15,79400.87,32,一级
甘肃省,2014-11-16,19.5,30.19,6.96,7.49,0.54,64.75,0.99,0.29,270.88,39.07,79396.79,33,一级
甘肃省,2014-11-17,25.37,36.31,9.43,9.17,0.62,62.94,0.42,1.53,271.26,45.02,79400.1,37,一级
甘肃省,2014-11-18,31.16,41.49,12.67,10.82,0.74,55.69,3.41,1.56,271.74,48.31,79258.48,45,一级
甘肃省,2014-11-19,22.91,35.5,8.67,9.15,0.68,59.06,4.22,0.24,273.64,36.22,79054.85,36,一级
甘肃省,2014-11-20,20.71,29.82,8.83,8.17,0.57,55.01,2.13,-0.44,272.13,40.54,78909.61,30,一级
甘肃省,2014-11-21,24.53,32.95,9.94,10.4,0.65,53.3,0.56,0.25,271.23,49.89,78875.7,36,一级
甘肃省,2014-11-22,29.47,36.5,11.44,9.74,0.68,51.85,1.81,0.32,270.62,64.68,78904.84,43,一级
甘肃省,2014-11-23,25.05,27.32,8.42,8.47,0.59,53.87,-0.03,-0.3,269.89,61.99,79018.81,36,一级
甘肃省,2014-11-24,24.59,29.04,10.05,9.51,0.61,52.84,2.48,0.86,270.44,64.28,78910.64,36,一级
甘肃省,2014-11-25,23.38,33.29,9.22,9.48,0.78,55.88,5.22,1.44,273.93,40.14,78418.05,34,一级
甘肃省,2014-11-26,19.7,24.37,7.29,6.71,0.61,50.67,1.28,-1.22,269.9,55.99,78551.81,29,一级
甘肃省,2014-11-27,16.17,18.7,4.74,5.58,0.33,54.4,2.47,0.23,268.51,53.92,78601.13,28,一级
甘肃省,2014-11-28,21.81,30.3,7.65,7.86,0.5,52.99,2.64,2.08,270.64,47.49,78362.89,32,一级
甘肃省,2014-11-29,18.26,25.62,7.56,6.7,0.63,53.11,2.6,-2.42,266.51,66.03,78811.01,27,一级
甘肃省,2014-11-30,9.38,15.61,4.52,4.2,0.45,65.15,1.28,-1.73,263.1,48.13,79405.43,33,一级
甘肃省,2014-12-01,17.62,27.2,7.41,7.5,0.58,57.41,2.12,0.7,266.04,41.43,79118.52,29,一级
甘肃省,2014-12-02,23.09,37.85,11.85,8.67,0.73,53.43,3.87,-1.07,267.18,45.33,79066.36,38,一级
甘肃省,2014-12-03,11.27,22.03,7.89,4.78,0.51,60.24,2.45,-2.66,264.95,42.51,79429.13,31,一级
甘肃省,2014-12-04,21.5,34.33,9.86,8.66,0.63,55.87,0.99,0.92,267.75,31.67,79195.01,35,一级
甘肃省,2014-12-05,30.31,49.75,13.96,10.7,0.92,50.17,2.29,0.96,269.33,35.77,79041.38,50,一级
甘肃省,2014-12-06,26.16,41.77,11.86,9.22,0.87,50.06,4.27,-2.63,266.97,45.75,79314.82,42,一级
甘肃省,2014-12-07,22.99,40.49,13.47,10.68,0.88,54.09,1.07,1.06,268.79,33.51,79037.3,41,一级
甘肃省,2014-12-08,26.19,48.83,14.08,11.44,0.96,48.82,1.36,1.94,268.84,42.5,78701.42,49,一级
甘肃省,2014-12-09,24.19,51.81,9.83,6.59,0.7,49.23,3.72,-2.59,263.09,64.11,79446.78,51,二级
甘肃省,2014-12-10,21.3,56.8,7.59,6.2,0.61,52.49,3.45,-1.92,261.62,57.08,79531.22,54,二级
甘肃省,2014-12-11,18.71,50.49,8.28,6.03,0.5,53.04,3.53,-1.92,260.23,62.51,79513.67,51,二级
甘肃省,2014-12-12,18.37,38.2,9.47,8.18,0.51,58.71,2.94,-0.29,262.91,35.86,79399.25,39,一级
甘肃省,2014-12-13,26.58,45.85,12.08,12.65,0.73,51.04,3.44,0.38,265.08,33.32,79206.33,46,一级
甘肃省,2014-12-14,25.51,50.68,11.32,10.83,0.65,51.5,4.35,-1.57,263.13,46.94,79225.63,51,二级
甘肃省,2014-12-15,12.76,37.94,7.1,4.66,0.34,61.28,2.85,-3.86,259.13,43.72,79817.91,38,一级
甘肃省,2014-12-16,16.34,27.93,11.36,8.85,0.53,64.74,2.34,-1.56,262.12,26.69,79854.45,33,一级
甘肃省,2014-12-17,26.57,41.98,14.39,13.78,0.87,59.82,2.72,0.75,263.59,30.6,79424.26,42,一级
甘肃省,2014-12-18,27.42,42.29,15.8,13.8,0.85,54.83,4.69,-1.0,264.55,35.36,79270.62,43,一级
甘肃省,2014-12-19,22.62,34.17,10.49,12.04,0.68,52.23,2.27,-1.16,265.22,40.35,79228.44,35,一级
甘肃省,2014-12-20,19.66,29.98,11.1,9.6,0.52,52.74,1.45,-2.18,263.71,50.32,79322.84,30,一级
甘肃省,2014-12-21,16.39,23.81,11.24,8.73,0.54,56.8,0.79,0.83,264.37,40.18,79274.53,29,一级
甘肃省,2014-12-22,29.73,42.25,16.8,14.53,0.82,50.21,2.5,0.77,265.77,45.99,78790.13,43,一级
甘肃省,2014-12-23,30.99,41.87,13.91,12.94,0.83,52.48,1.57,-0.52,266.65,46.13,78883.9,45,一级
甘肃省,2014-12-24,34.01,45.6,15.72,14.25,0.89,48.66,-1.28,0.68,265.79,48.96,79220.62,49,一级
甘肃省,2014-12-25,35.16,46.46,19.42,15.49,0.75,46.98,1.14,1.39,265.92,54.0,78989.59,51,二级
甘肃省,2014-12-26,45.98,58.54,19.15,16.21,0.87,48.07,2.13,0.3,266.28,52.22,78989.33,64,二级
甘肃省,2014-12-27,42.87,57.4,17.33,15.16,0.89,47.97,5.31,-2.22,265.93,48.32,79585.4,60,二级
甘肃省,2014-12-28,26.13,40.79,13.71,11.02,0.81,56.29,6.13,-1.07,269.38,30.48,79351.5,41,一级
甘肃省,2014-12-29,24.91,39.31,17.63,12.75,0.8,56.31,4.65,-0.65,269.01,29.32,78901.44,40,一级
甘肃省,2014-12-30,23.39,34.89,13.25,10.89,0.69,55.42,2.61,-2.19,267.18,33.09,79150.53,35,一级
甘肃省,2014-12-31,23.94,40.09,11.66,10.85,0.66,50.2,-0.22,0.41,266.08,34.96,79459.88,41,一级
甘肃省,2015-01-01,32.66,55.79,16.86,14.49,0.78,50.53,0.79,1.32,267.18,34.08,79283.27,53,二级
甘肃省,2015-01-02,36.29,56.25,19.77,15.64,0.86,51.25,4.14,0.88,269.16,32.58,79048.79,54,二级
甘肃省,2015-01-03,40.96,61.17,22.31,16.23,1.0,52.44,3.52,1.65,272.09,29.53,78590.25,58,二级
甘肃省,2015-01-04,36.01,57.77,15.78,12.62,0.88,51.91,2.72,-1.71,269.26,37.63,78572.4,54,二级
甘肃省,2015-01-05,15.39,25.71,9.8,7.57,0.51,57.68,-0.41,-2.4,265.35,45.88,78896.24,29,一级
甘肃省,2015-01-06,18.1,28.75,11.42,9.35,0.57,52.85,1.45,0.53,265.24,48.62,78812.64,29,一级
甘肃省,2015-01-07,25.15,51.14,12.81,11.34,0.73,50.62,4.39,-0.98,265.73,43.62,79234.62,51,二级
甘肃省,2015-01-08,23.06,39.22,14.2,13.62,0.75,52.44,4.26,-0.01,266.13,40.42,79472.38,40,一级
甘肃省,2015-01-09,22.56,35.81,13.68,11.8,0.75,54.33,2.1,0.93,268.03,31.43,79304.31,36,一级
甘肃省,2015-01-10,27.13,42.59,16.1,14.27,0.79,54.95,3.29,1.11,269.71,26.15,79135.66,43,一级
甘肃省,2015-01-11,29.65,47.72,18.41,14.31,0.85,54.06,3.07,0.42,269.36,26.16,79237.58,48,一级
甘肃省,2015-01-12,34.68,51.76,20.65,15.55,0.86,52.68,2.76,1.77,270.09,30.45,79043.97,51,二级
甘肃省,2015-01-13,33.01,46.56,14.3,11.7,0.74,51.18,1.43,0.86,268.72,38.81,79016.78,48,一级
甘肃省,2015-01-14,29.91,46.96,12.48,11.11,0.7,52.21,1.58,0.3,267.33,40.97,79129.18,47,一级
甘肃省,2015-01-15,23.99,37.66,12.36,10.36,0.59,55.09,0.85,-0.68,266.87,45.02,79191.55,38,一级
